source_id,feature_id,sentiment
bbf49e7a-6299-4827-a209-d78e35070013,crashes_errors,-1
9d6f9657-d083-453a-87b6-f0d4dca59eed,credit_system_pricing,-1
9d6f9657-d083-453a-87b6-f0d4dca59eed,wants_free_tier,0
69be9c07-349f-4de9-ba22-ad7c735c117a,_none,0
984a0b06-59a0-4168-b20e-135a261e8d73,loves_concept_overall,1
9501dd96-a21f-4e95-a882-065eb69c4885,dislikes_concept_overall,-1
27988825-813d-4167-b0cf-c96369427443,_none,0
f496effc-abdd-4ba7-8521-5ebc73c3ce2e,_none,0
d6d079a7-e42b-4305-acb4-97a98263ecbb,_none,0
853745d2-3cef-4a65-b32f-e1bd04ff5a7f,extend_video_feature,-1
853745d2-3cef-4a65-b32f-e1bd04ff5a7f,model_selection,-1
853745d2-3cef-4a65-b32f-e1bd04ff5a7f,competes_with_other_ai,0
18c79ae7-1534-42b9-865c-e3a4616c4beb,ingredients_feature,-1
18c79ae7-1534-42b9-865c-e3a4616c4beb,frame_to_frame_feature,-1
33d6bb19-25f5-4cd9-a437-5c9fb937b26e,crashes_errors,-1
55c39271-80eb-41d1-ace8-e9a690f6adf7,loves_concept_overall,1
e829d18f-f259-4782-92b7-2ea0c7b7977c,download_export,-1
e829d18f-f259-4782-92b7-2ea0c7b7977c,download_resolution,-1
e829d18f-f259-4782-92b7-2ea0c7b7977c,app_vs_web_parity,-1
6fb986b4-38dc-4032-b5da-812f87387b4b,loves_concept_overall,1
d4b636cf-83ff-4f3f-b652-191fb042c6c1,credit_system_pricing,-1
61333539-0912-46bd-9320-373b8dc44537,_none,0
5c236256-4d6d-4cdc-9d13-7bcef10afb22,content_moderation,-1
5c236256-4d6d-4cdc-9d13-7bcef10afb22,nostalgia_for_old_version,-1
e75c4734-6a69-43eb-8827-96477cb74bad,_none,0
44751a58-9a57-436f-9b63-c6dd1f229f23,model_selection,-1
44751a58-9a57-436f-9b63-c6dd1f229f23,credit_system_pricing,-1
5f329ab2-845a-401c-b5c3-70981acac950,model_selection,-1
5f329ab2-845a-401c-b5c3-70981acac950,credit_system_pricing,-1
5f329ab2-845a-401c-b5c3-70981acac950,video_generation_quality,-1
5f329ab2-845a-401c-b5c3-70981acac950,competes_with_other_ai,-1
5f329ab2-845a-401c-b5c3-70981acac950,wasted_credits_on_failures,-1
48a863c5-d501-4c3f-8a56-9e082726bd5a,competes_with_other_ai,1
48a863c5-d501-4c3f-8a56-9e082726bd5a,loves_concept_overall,1
d8abaf97-d782-475a-bba3-a7e0cc3cb87e,crashes_errors,-1
d8abaf97-d782-475a-bba3-a7e0cc3cb87e,video_generation_quality,-1
8b0c45bf-36af-4277-9f79-92897917c5fd,credit_system_pricing,-1
8b0c45bf-36af-4277-9f79-92897917c5fd,wants_free_tier,0
1670ceff-bc74-47f5-b923-b889e234be15,_none,0
e90e5f4c-892e-4704-9170-0ca72b39b7e2,loves_concept_overall,1
c0c397c8-7fff-4ae0-81f2-f8cd5d1aff7c,credit_system_pricing,-1
c0c397c8-7fff-4ae0-81f2-f8cd5d1aff7c,crashes_errors,-1
c0c397c8-7fff-4ae0-81f2-f8cd5d1aff7c,wasted_credits_on_failures,-1
78af618f-0bcb-4fb3-b380-f594e16b2714,loves_concept_overall,1
ff47a594-cfbd-4a1f-bf4a-a6a754e0e91d,loves_concept_overall,1
16e11b2a-b8d0-45ec-a488-25fc36ebd744,_none,0
50af3de2-6835-49fb-a33d-207db5efb9ef,for_content_creators,0
e9d3d0ca-3ad5-4e48-bf78-96cf8bf91975,ui_ux_design,1
dd2acea6-23bc-4a5b-ba7d-a924a4c46047,credit_system_pricing,1
dd2acea6-23bc-4a5b-ba7d-a924a4c46047,video_generation_quality,1
dd2acea6-23bc-4a5b-ba7d-a924a4c46047,image_generation_quality,1
dd2acea6-23bc-4a5b-ba7d-a924a4c46047,voice_audio_quality,-1
cc43234c-69be-4c71-ac45-aa11df572843,character_consistency,-1
cc43234c-69be-4c71-ac45-aa11df572843,beta_patience,0
b1270f30-3d61-43d6-b729-ee9c266af94c,app_vs_web_parity,-1
b1270f30-3d61-43d6-b729-ee9c266af94c,video_generation_quality,-1
613f61c4-1230-4010-8f9f-8856ea6be971,_none,0
03ebd333-6ca9-47ee-82e3-aa415f095524,character_consistency,-1
03ebd333-6ca9-47ee-82e3-aa415f095524,nostalgia_for_old_version,-1
26393dd3-6647-4969-acc1-1710f9d24811,_none,0
52dde7b7-20f5-46b9-b68b-549c3521f3dc,dislikes_concept_overall,-1
68c5e896-ffad-4a6d-96c5-60d61ae1866b,_none,0
c4e7267f-a911-4424-b0ca-df0035c215ec,download_resolution,-1
034536ea-ecd2-4de7-8cdd-dd8626cca0c4,loves_concept_overall,1
6e2b81a0-57c9-4c73-beb1-b6fb80b1af06,content_moderation,-1
f08a73c9-522c-40be-a820-3f0eb5255009,ui_ux_design,1
f08a73c9-522c-40be-a820-3f0eb5255009,image_generation_quality,1
7f6ff2e4-08ee-4d3e-9559-20f635fb0f74,_none,0
7bd27fbd-8992-4b81-9b33-14d203590e73,download_export,-1
7bd27fbd-8992-4b81-9b33-14d203590e73,video_generation_quality,-1
7bd27fbd-8992-4b81-9b33-14d203590e73,dislikes_concept_overall,-1
635aaf56-60b7-470c-9d87-9ea81b421cbe,content_moderation,-1
635aaf56-60b7-470c-9d87-9ea81b421cbe,for_content_creators,0
207380aa-f25c-4abf-98f4-3a38b875f8e9,crashes_errors,-1
25cc8945-aed2-462e-b5ea-ae4dd265a725,crashes_errors,-1
c9296882-384d-412c-8e58-957195cc92bc,credit_system_pricing,-1
c9296882-384d-412c-8e58-957195cc92bc,not_recommended,-1
3c1eacc4-9429-42dd-9619-c57482b04e65,video_generation_quality,-1
3c1eacc4-9429-42dd-9619-c57482b04e65,competes_with_other_ai,0
dc7fded7-a654-4300-b7fd-e6b9a718a827,_none,0
44fe9e7d-b523-49cf-8ef1-68eecfd97998,_none,0
6036a3d0-42e3-44c2-9cbb-aee97578ae08,extend_video_feature,-1
df1179eb-7773-414e-8a5c-b7db343472d8,app_vs_web_parity,-1
df1179eb-7773-414e-8a5c-b7db343472d8,login_authentication,1
c9618b19-2ca0-47f6-8372-aadbf3642f35,_none,0
e2800465-b5c7-44fc-9170-45da2a559b71,prompt_following,-1
12b3acf5-b943-4bc1-b470-7f6fe5e8583a,_none,0
cda7bb76-b41a-413e-8c9d-9fb75790ae09,ui_ux_design,-1
cda7bb76-b41a-413e-8c9d-9fb75790ae09,nostalgia_for_old_version,-1
f35930b1-1619-4d7d-b093-5131286420d8,crashes_errors,-1
f35930b1-1619-4d7d-b093-5131286420d8,app_vs_web_parity,-1
f35930b1-1619-4d7d-b093-5131286420d8,character_consistency,-1
f35930b1-1619-4d7d-b093-5131286420d8,model_selection,-1
0e960fcf-9dc1-4ece-af69-a1fd7ccd1cf4,regional_availability,-1
fd43d08b-11eb-444d-8ab3-fbd1b71e5ae3,loves_concept_overall,1
e03310f5-2654-4b47-8a72-8aa7d2b6cca9,watermark,-1
1b88e10d-f36a-4ec3-893d-c3fccba1a972,_none,0
4a3a9d35-0f1d-495e-9eae-5af466318ac7,ui_ux_design,1
4a3a9d35-0f1d-495e-9eae-5af466318ac7,crashes_errors,-1
4a3a9d35-0f1d-495e-9eae-5af466318ac7,app_vs_web_parity,-1
4a3a9d35-0f1d-495e-9eae-5af466318ac7,beta_patience,0
ae1f9bbf-4797-4971-a81e-e161d3024981,_none,0
519b2e62-8bf4-459a-bbe6-44c1d2f5bcfd,credit_system_pricing,-1
263b062f-e945-4748-97c7-8c66e03ae9c7,performance_speed,1
263b062f-e945-4748-97c7-8c66e03ae9c7,download_resolution,-1
263b062f-e945-4748-97c7-8c66e03ae9c7,ui_ux_design,-1
263b062f-e945-4748-97c7-8c66e03ae9c7,beta_patience,0
85ddbe22-95a9-4949-9d1f-43f7da2072db,_none,0
05d427a4-3acf-47a2-9418-d23a6d0d7947,performance_speed,1
05d427a4-3acf-47a2-9418-d23a6d0d7947,credit_system_pricing,1
05d427a4-3acf-47a2-9418-d23a6d0d7947,model_selection,1
e0907af3-f469-442b-8d62-f59c4966fed9,_none,0
d331f38f-8c64-4ed9-ade3-28dd4ef74635,prompt_following,-1
d331f38f-8c64-4ed9-ade3-28dd4ef74635,credit_system_pricing,-1
6539ebd5-a951-40fe-9615-182ed2b84310,_none,0
b43845fa-323a-4401-b946-a1a576862c25,_none,0
5492b2d1-ec13-4484-a607-ace833f04104,crashes_errors,-1
5492b2d1-ec13-4484-a607-ace833f04104,credit_system_pricing,-1
1c15ccab-8b9b-4f52-8fdf-8d72e0e2942d,_none,0
d8dc10a6-41e6-4528-a4de-8b2b4938419d,_none,0
e5b9882c-8dc9-4a5c-a036-9d941c780115,video_generation_quality,-1
3561d341-b58f-48b1-9de4-ef2d36a6ede3,_none,0
22d6ed4c-39c8-4569-a586-cab762fdcda0,for_content_creators,0
3353162e-4547-4fee-ae74-4d52e8f8a2ed,ui_ux_design,-1
3353162e-4547-4fee-ae74-4d52e8f8a2ed,regional_availability,-1
3353162e-4547-4fee-ae74-4d52e8f8a2ed,prompt_following,-1
3353162e-4547-4fee-ae74-4d52e8f8a2ed,character_consistency,-1
6b256b4c-dc41-419c-b746-f3f98cf42831,character_consistency,-1
584694d4-685e-4833-ac4a-1bd1140df9d7,loves_concept_overall,1
5a21b30d-b12f-4174-abf4-e34645de9eb0,_none,0
007684d5-97b9-44c8-a9be-bd3db18632c8,_none,0
50ac2f27-01c7-496d-9a0a-d79795a0d343,_none,0
85325f8d-c326-49af-a70f-ac3ee5db245c,login_authentication,-1
421ba831-75cd-4d90-bbd9-f3d53771c5a1,credit_system_pricing,-1
421ba831-75cd-4d90-bbd9-f3d53771c5a1,crashes_errors,-1
421ba831-75cd-4d90-bbd9-f3d53771c5a1,wasted_credits_on_failures,-1
b6de3b7a-3f66-4c4c-bc44-d2bf88df6028,_none,0
d8ea8495-23d1-4cb5-b6a7-e20ff433f584,regional_availability,-1
628a03f4-4d72-4dbb-99ae-2ae61ad44be1,character_consistency,-1
628a03f4-4d72-4dbb-99ae-2ae61ad44be1,video_generation_quality,-1
43e56a13-a9b8-4017-81f5-bbdfdd3f5d51,_none,0
235287c0-fa46-4849-83a6-5aac57509a88,_none,0
40b16ab1-807b-4d13-b056-2f6ed9c1d4ce,crashes_errors,-1
bc6ce467-becc-40b2-9921-8128fea2efa2,crashes_errors,-1
bc6ce467-becc-40b2-9921-8128fea2efa2,competes_with_other_ai,-1
bc6ce467-becc-40b2-9921-8128fea2efa2,not_recommended,-1
2d053b63-1638-49de-a26f-09950b327543,character_consistency,-1
2d053b63-1638-49de-a26f-09950b327543,nostalgia_for_old_version,-1
f7cd0b48-acce-4d9f-9401-17c19984f962,_none,0
c56f9ef2-d458-4ca0-b436-b95620056c48,loves_concept_overall,1
f2b4c056-38ed-4fe4-a7a6-47864e4a4ce9,credit_system_pricing,-1
f2b4c056-38ed-4fe4-a7a6-47864e4a4ce9,regional_availability,-1
6284dfc8-4f98-4759-b837-0ecd4f0ee336,download_resolution,-1
6284dfc8-4f98-4759-b837-0ecd4f0ee336,performance_speed,1
eb0e1b79-358b-4407-96b8-cb6afc7868d5,_none,0
3fdacc62-a5ea-4af7-9cbc-81bbbfa980e5,crashes_errors,-1
f33dd2ba-10be-4e37-9d33-6f34c13b214c,_none,0
53cc4816-ee5c-4c49-8cc9-0c12132fd730,_none,0
6037ab85-c24b-445a-83a5-edaeea55adc5,character_consistency,-1
90bb48ae-bd3e-4e88-9829-8596e09d6411,dislikes_concept_overall,-1
f1af1c78-dc2b-4c2c-8727-30e4e5cda4a7,_none,0
0050d1e3-f9ad-4ea6-a266-7af7a3bc743a,_none,0
91f3bd5f-6a7f-4c7b-8dc0-8b0d8097e470,credit_system_pricing,-1
91f3bd5f-6a7f-4c7b-8dc0-8b0d8097e470,wants_free_tier,0
3082c8a5-2646-4674-b930-b1f809cce23f,image_generation_quality,-1
3082c8a5-2646-4674-b930-b1f809cce23f,not_recommended,-1
730c69c3-dd19-426d-b1d9-9c1f933ec698,ui_ux_design,1
730c69c3-dd19-426d-b1d9-9c1f933ec698,credit_system_pricing,0
0ef6a7df-d5b2-49d3-890e-718a2e883070,performance_speed,-1
0ef6a7df-d5b2-49d3-890e-718a2e883070,app_vs_web_parity,-1
0ef6a7df-d5b2-49d3-890e-718a2e883070,ui_ux_design,-1
cd3b2778-b885-4e40-bf76-37ac6f018777,app_vs_web_parity,-1
cd3b2778-b885-4e40-bf76-37ac6f018777,beta_patience,0
d1a5fa97-4157-4ba9-9204-a89f18a24062,_none,0
86ae8466-4fa3-4605-8a93-9e144f71582f,download_export,-1
c3cdc36a-18ef-4176-b0c6-85ba293c7735,_none,0
eb5b026b-bc3a-4a11-ba4f-072b70864f92,video_generation_quality,1
eb5b026b-bc3a-4a11-ba4f-072b70864f92,extend_video_feature,-1
96d03e19-3332-429c-be68-17939f20d3f8,prompt_following,-1
96d03e19-3332-429c-be68-17939f20d3f8,character_consistency,-1
96d03e19-3332-429c-be68-17939f20d3f8,app_vs_web_parity,-1
96d03e19-3332-429c-be68-17939f20d3f8,credit_system_pricing,-1
b2f2aa15-c476-45e8-88fb-141a86963ae6,_none,0
d9275077-8306-47aa-8f92-9ffe318cfd4a,_none,0
e58b90a8-f1dc-492a-adad-24817a12a5ea,extend_video_feature,-1
e58b90a8-f1dc-492a-adad-24817a12a5ea,ui_ux_design,-1
e58b90a8-f1dc-492a-adad-24817a12a5ea,character_consistency,-1
e58b90a8-f1dc-492a-adad-24817a12a5ea,nostalgia_for_old_version,-1
4661ebcb-a659-4b21-932f-b08e791493d9,loves_concept_overall,1
02d3fd4d-7aa1-4f9e-93a4-c42f9f07e27e,credit_system_pricing,-1
02d3fd4d-7aa1-4f9e-93a4-c42f9f07e27e,for_content_creators,0
b9bfa584-c3c0-40ea-ac25-9ac2853c230b,loves_concept_overall,1
3388c71b-28d5-4aa9-be3b-412e4a9d8515,ui_ux_design,1
01296519-697f-4927-8d4a-39559adbe5fa,loves_concept_overall,1
0c07f2c0-a2cf-4a39-9f81-0878e976b38f,loves_concept_overall,1
205a6104-e551-4eee-82e7-d7e1202df08a,content_moderation,-1
e2bf90be-42e4-4bad-959a-be44bc863069,app_vs_web_parity,-1
ecad61b6-c6c5-4ad0-9a5f-b889a3569a74,crashes_errors,-1
bd94311a-299b-4298-b388-ba373460f03e,loves_concept_overall,1
585623f9-76c7-4c50-abec-2259097e7d6a,not_recommended,-1
475aeb0c-845a-4f85-87a5-1c29c1bbd1d3,video_generation_quality,-1
475aeb0c-845a-4f85-87a5-1c29c1bbd1d3,crashes_errors,-1
ed8668b0-d35d-4a93-b84b-e0982714fb35,loves_concept_overall,1
b5b06ead-c5ac-4a3f-9d6a-fc378cbbdf73,loves_concept_overall,1
78905220-9c36-48f0-95a7-d07f75164b79,_none,0
fd7bd8b8-81d6-4b7e-9a46-f51a6ae3c17d,_none,0
9cc09d1e-78aa-4a97-9288-2a4ff9ea3df5,_none,0
0962b5a3-729f-4bbe-8d6d-fba3b74b19b6,loves_concept_overall,1
28399765-8c1f-4268-a6b9-90ee5514352c,not_recommended,-1
28399765-8c1f-4268-a6b9-90ee5514352c,dislikes_concept_overall,-1
c30fa57a-a1c6-46ce-8d53-c5e83eb8c1a5,loves_concept_overall,1
f592a6f3-6c21-4ee9-9e1b-50dad8e5868b,_none,0
78264c36-7c69-467d-8208-403cbc5c6006,credit_system_pricing,-1
b8f70089-49fd-4f4f-bde1-60beedc15d24,prompt_following,-1
b8f70089-49fd-4f4f-bde1-60beedc15d24,character_consistency,-1
fe810d87-c7c5-4f7f-9479-448e498f37e7,loves_concept_overall,1
75306f2b-4f02-45b9-b64f-b81b17b28661,_none,0
92f897ee-f8d8-4c3c-b7e5-e9d8754a73c5,character_consistency,-1
118cc44c-8e1d-4fed-95b6-d917fac2d9e7,loves_concept_overall,1
4b8562d7-b3f6-4532-8939-1323d41226bc,download_export,-1
4b8562d7-b3f6-4532-8939-1323d41226bc,video_generation_quality,1
a2db21dd-c303-47ac-a085-38dd36ea711f,loves_concept_overall,1
748d027e-898e-4915-8953-19fceb0f1a93,_none,0
823189dd-78c2-4f98-ad2c-792fdb4ebcc4,loves_concept_overall,1
f87c0c33-36f2-4c69-b529-56856ffd690d,login_authentication,-1
e7bb08d3-756a-4679-80cd-ed91e4441b4d,model_selection,-1
e7bb08d3-756a-4679-80cd-ed91e4441b4d,credit_system_pricing,-1
94e2d1ed-cff7-4120-a130-7d5c83ae516b,prompt_following,0
94e2d1ed-cff7-4120-a130-7d5c83ae516b,beta_patience,0
efedf6b2-1096-43bd-83a8-05ec8eda54ab,character_consistency,-1
efedf6b2-1096-43bd-83a8-05ec8eda54ab,app_vs_web_parity,-1
a4a02957-631a-4877-bbea-3332637a8ea7,loves_concept_overall,1
288bbb6c-fbe6-4864-a58b-51974949dba6,_none,0
9d767818-afa0-4556-a46e-7c5e8cebf135,video_generation_quality,-1
9d767818-afa0-4556-a46e-7c5e8cebf135,prompt_following,-1
9d767818-afa0-4556-a46e-7c5e8cebf135,nostalgia_for_old_version,-1
687480db-1a8a-4547-8979-a75b4b9578ad,regional_availability,-1
a1bf7e36-64b5-455f-8fa7-8773e9e5a302,loves_concept_overall,1
5fbd7494-f8e9-451b-954b-931452262716,_none,0
2585c40f-c47e-4b3d-a071-ebd03bf99e7e,image_generation_quality,1
2585c40f-c47e-4b3d-a071-ebd03bf99e7e,credit_system_pricing,1
24559a66-a1d6-4b40-ba93-bd088d381a63,ui_ux_design,1
24559a66-a1d6-4b40-ba93-bd088d381a63,credit_system_pricing,1
24559a66-a1d6-4b40-ba93-bd088d381a63,recommends_to_others,1
24559a66-a1d6-4b40-ba93-bd088d381a63,loves_concept_overall,1
7ba4e497-2067-4b77-ad4b-e4948093c9a2,character_consistency,-1
7ba4e497-2067-4b77-ad4b-e4948093c9a2,prompt_following,-1
37f5baa8-1850-44b7-a7e7-18673c44bf1b,loves_concept_overall,1
7416bfc2-9fb6-4bda-ac8c-0eadf1694e29,prompt_following,-1
7416bfc2-9fb6-4bda-ac8c-0eadf1694e29,image_generation_quality,-1
a4a89344-42ed-4456-b11c-26f312bb3527,_none,0
b397aa90-4097-4578-8cef-1582a02313f8,recommends_to_others,1
e49783da-947f-462b-bca2-d9ce7e6779d8,credit_system_pricing,-1
052b04ad-ee5e-4d1b-83ba-45bb1fb8e04d,frame_to_frame_feature,-1
052b04ad-ee5e-4d1b-83ba-45bb1fb8e04d,character_consistency,-1
052b04ad-ee5e-4d1b-83ba-45bb1fb8e04d,app_vs_web_parity,-1
7146db00-6e56-4476-934a-a050d34aa7c1,competes_with_other_ai,-1
3e7af4f1-f295-4fc9-a95f-4f7c1393a382,frame_to_frame_feature,-1
3e7af4f1-f295-4fc9-a95f-4f7c1393a382,app_vs_web_parity,-1
e7e781df-f1bc-459d-9b53-2fb94dde5cc8,crashes_errors,-1
f0202cce-bf28-4c6e-8959-2b4953de1092,_none,0
3b1f91e5-2c35-49f6-9341-b97897169956,not_recommended,-1
c35691fe-8b29-4771-b404-9e721f9bd6e0,video_generation_quality,-1
c35691fe-8b29-4771-b404-9e721f9bd6e0,credit_system_pricing,-1
c35691fe-8b29-4771-b404-9e721f9bd6e0,crashes_errors,-1
c35691fe-8b29-4771-b404-9e721f9bd6e0,nostalgia_for_old_version,-1
c35691fe-8b29-4771-b404-9e721f9bd6e0,wasted_credits_on_failures,-1
e84e8bd1-f354-4e47-bffc-ae4dbd0c02b6,video_generation_quality,0
c6be4851-8ebc-4004-bad3-caac44d3abb3,loves_concept_overall,1
8aeb6029-738a-46f5-800b-fe5f31f3f713,crashes_errors,-1
bc2b9c64-6f91-47c5-ada4-38e184882944,video_generation_quality,1
56f80906-d956-4544-911e-aa3f164471ca,credit_system_pricing,0
56f80906-d956-4544-911e-aa3f164471ca,finally_mobile_companion,1
0c4cc856-bff6-4b6d-9446-ac203cf23728,_none,0
8c649cc9-fbe9-472c-966e-87d6c62c9304,_none,0
b812bf8b-98e4-4fe3-a61e-3019c5f14c3e,_none,0
bb3bf5ca-671f-41b5-9fb1-04b79b9f8a9f,loves_concept_overall,1
f7ba7cc0-869e-4488-95e1-ac4b93e51f28,_none,0
cf5e0c4c-0e77-4228-872f-383d8b6d9d19,credit_system_pricing,-1
cf5e0c4c-0e77-4228-872f-383d8b6d9d19,wasted_credits_on_failures,-1
3eb811fb-0662-4c02-8c03-ed830fe6f049,beta_patience,0
efeb13f4-da8e-4bb1-b85e-faeb457d7ec2,crashes_errors,-1
efeb13f4-da8e-4bb1-b85e-faeb457d7ec2,video_generation_quality,-1
429336ef-7399-4a48-8cdc-a1cf2fe99e08,app_vs_web_parity,-1
429336ef-7399-4a48-8cdc-a1cf2fe99e08,character_consistency,-1
429336ef-7399-4a48-8cdc-a1cf2fe99e08,download_export,-1
d0553403-fed8-4a2d-8b43-048df600182b,beta_patience,0
00f9e3ab-17a3-4261-b16a-81c628001b68,_none,0
8ca90259-f72b-4c8f-bc18-90264d7184ed,_none,0
9d72de59-2792-44fc-90c1-d26f3ceab6bc,_none,0
54b38b08-cbc1-4775-9e31-20c799757855,_none,0
8b496f38-4a74-47b1-8e55-8d797920aaa6,credit_system_pricing,1
db443fe2-f06e-4961-be8a-7a80320a9e48,_none,0
483c5a25-5d49-4945-91ad-95c7333b7d11,loves_concept_overall,1
4a6b0990-061c-4e00-aa8c-29be3827d866,performance_speed,-1
4a6b0990-061c-4e00-aa8c-29be3827d866,crashes_errors,-1
4a6b0990-061c-4e00-aa8c-29be3827d866,ui_ux_design,-1
ba91cf2c-3c50-4ab6-b744-ea772361550f,download_resolution,-1
ba91cf2c-3c50-4ab6-b744-ea772361550f,download_export,-1
ba91cf2c-3c50-4ab6-b744-ea772361550f,video_generation_quality,-1
2890048b-ec5b-4b34-91e0-ec8a93c17aaf,model_selection,-1
2890048b-ec5b-4b34-91e0-ec8a93c17aaf,prompt_following,-1
e3882c5d-7762-4441-bdba-9ecc84459041,_none,0
1c882149-ced0-4fcd-b723-b584d80afb08,_none,0
57b5936b-15c8-40ea-ae6e-cb29284a3b89,prompt_following,-1
57b5936b-15c8-40ea-ae6e-cb29284a3b89,video_generation_quality,-1
57b5936b-15c8-40ea-ae6e-cb29284a3b89,language_support,-1
ca7a6de9-d01e-4162-bb26-6dcbebbb4ab6,video_generation_quality,-1
4127f47c-dfb8-4851-a43d-93499d63a32d,character_consistency,-1
761e2ba5-b664-4118-8846-95dcb9df550a,_none,0
00e5c940-436e-4c22-be09-eff10b73da83,_none,0
8d962692-3691-4589-8ba8-f8789b6fe1d2,app_vs_web_parity,1
9a83866f-1546-4fac-8edd-c6e78fdc8506,performance_speed,-1
e32390d0-84b6-4154-a62e-6b856065ab7f,_none,0
b56ec38b-37a0-4cec-9231-eb71914512bc,credit_system_pricing,-1
b56ec38b-37a0-4cec-9231-eb71914512bc,video_generation_quality,-1
b56ec38b-37a0-4cec-9231-eb71914512bc,prompt_following,-1
b56ec38b-37a0-4cec-9231-eb71914512bc,wasted_credits_on_failures,-1
b7794730-a61d-4a2f-85c6-cd3e7d31b629,app_vs_web_parity,-1
c40ac5b4-b6d0-411e-8275-5d3b2c4bed41,loves_concept_overall,1
a016cfd6-2853-4c04-b519-176bcc3110c0,_none,0
1701c62c-72fe-41a5-be83-a7c6b3b021c7,loves_concept_overall,1
492dd104-de82-4c4d-b09d-f11e609a03c6,character_consistency,-1
85f030fc-3fb0-4045-80fd-81c6f8b9e97a,loves_concept_overall,1
4fa76f14-98d3-4126-a015-e5648f463926,_none,0
59c1fab9-892c-48ab-a46a-9686eaf51cfb,recommends_to_others,1
59c1fab9-892c-48ab-a46a-9686eaf51cfb,loves_concept_overall,1
8e80567d-0a8d-466b-91b6-e20b38a5acfc,for_personal_photos,1
4541dd9e-8db4-4fcc-abde-5cdffff47b4e,_none,0
93805ae8-73c2-4f44-8328-3028162529d6,download_export,-1
44b154c7-866d-4588-866c-1e5f21d53b76,_none,0
92bbc3fd-44b0-4fcf-ba96-dc45753047b0,loves_concept_overall,1
7f888d86-d506-4c14-b9bd-1ea8b5a2e2bf,_none,0
00fe8a6d-f804-479b-8f06-777c5f081a2c,crashes_errors,-1
00fe8a6d-f804-479b-8f06-777c5f081a2c,dislikes_concept_overall,-1
d2d375b4-ae83-47af-af7f-f4abf3b06bf0,_none,0
eca5750f-41cc-47d3-9b75-2abbf0cb3736,loves_concept_overall,1
869cdad2-d75a-4345-a87a-244d93c5abf0,loves_concept_overall,1
616e15e3-78e8-4d6f-afb6-4a7ab010bd98,_none,0
54034685-5274-463f-a1cb-9c98d9279f04,prompt_following,-1
